aff,parent
"Section of Nephrology Michael E. DeBakey Veterans Affairs Medical Center, and Michael E. DeBakey VA Medical Center Health Services Research & Development Center for Innovations in Quality, Effectiveness and Safety, Houston, TX",VA Health Systems Research]US
"Division of Abdominal Organ Transplantation and Hepato-Biliary and Pancreatic Surgery, Keck School of Medicine, University of Southern California, Los Angeles, California, USA",University of Southern California]US
"Nephrology Division, New York University Langone Medical Center, New York University School Grossman of Medicine, New York, NY.",New York University]US
"Department of Surgery,Transplantation Center,Digestive Disease and Surgery Institute,Cleveland Clinic,Cleveland,Ohio,USA.",Case Western Reserve University]US
"Division of Biostatistics, Institute for Health and Equity, and Cancer Center, Medical College of Wisconsin, Milwaukee, Wisconsin.",Medical College of Wisconsin]US
"Division of Nephrology, Washington University in St. Louis, St. Louis, Missouri.",Washington University in St. Louis]US
"Division of Nephrology and Hypertension, Department of Medicine, Oregon Health and Science University, Portland, Oregon.",Oregon Health and Science University]US
"Section of Nephrology, Yale University School of Medicine, New Haven, Connecticut.",Yale University]US
"Department of Surgery, Duke University, Department of Surgery, Durham, Carolina, USA.",Duke University]US
"Division of Infectious Diseases, Institute of Human Virology, University of Maryland School of Medicine, Baltimore, Maryland, USA. Electronic address: ksaharia@ihv.umaryland.edu.",University of Maryland]US
"Jefferson College of Population Health, Thomas Jefferson University, Philadelphia, Pennsylvania.",Thomas Jefferson University]US
"CSL Vifor, Redwood City, California.",CSL Ltd]US
"Department of Solid Organ Transplantation, University of Maryland Medical Center, Baltimore, Maryland, USA.",University of Maryland]US
"Department of Population Health Sciences, Weill Cornell Medicine, New York, New York.",Cornell University]US
"Department of Cardiology, Inova Heart and Vascular Institute, Falls Church, Virginia, USA.",University of Virginia]US
"Department of Surgery, NYU Grossman School of Medicine, New York, NY.",New York University]US
"Division of Nephrology, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.",University of Pennsylvania]US
"Department of Surgery, Houston Methodist Hospital, Houston, Texas.",Cornell University]US
"General Internal Medicine, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland",Johns Hopkins University]US
"Division of Digestive Health and Liver Disease, University of Miami Miler School of Medicine, Miami, Florida, USA.",University of Miami]US
"Department of Epidemiology, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA",Emory University]US
"Department of Medicine, University of California San Diego, La Jolla, CA.",University of California]US
"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts",Harvard University]US
"Malone Center for Engineering in Healthcare, Johns Hopkins Whiting School of Engineering, Baltimore, Maryland",Johns Hopkins University]US
"UNC Blood Research Center, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.",University of North Carolina]US
"Section of Nephrology, Department of Medicine, Selzman Institute for Kidney Health, Baylor College of Medicine, Houston, Texas.",Baylor College of Medicine]US
"Division of Hematology/Oncology/Transplantation, Department of Medicine, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota]US
"Division of Genetic Medicine, Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.",Vanderbilt University]US
"Department of Genetics, University of North Carolina, Chapel Hill, North Carolina.",University of North Carolina]US
"Children's Mercy Hospital, Kansas City, Missouri.",University of Kansas]US
"Department of Molecular Microbiology and Immunology,University of Missouri,Columbia,Missouri,USA",University of Missouri]US
"Division of Nephrology, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
"UTHSC Department of Pediatric Nephrology and Hypertension, Le Bonheur Children's Hospital, Memphis, Tennessee, USA.",University of Tennesse System]US
"Division of Allergy, Immunology and Transplantation, National Institutes of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD.",National Institutes of Health]US
"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Columbia University Irving Medical Center, New York, New York, USA.",Columbia University]US
"Department of Laboratory Medicine and Pathology, Mayo Clinic, Scottsdale, Arizona.",Mayo Clinic]US
"Leonard Davis Institute of Health Economics, University of Pennsylvania, Philadelphia, Pennsylvania, USA. Electronic address: marinas2@pennmedicine.upenn.edu.",University of Pennsylvania]US
"Duke Clinical Research Institute, School of Medicine, Duke University, Durham, North Carolina. Electronic address: myles.wolf@duke.edu.",Duke University]US
"Department of Medicine, Washington University, Saint Louis, Missouri.",Washington University in St. Louis]US
"Division of Abdominal Transplantation, Department of Surgery and Population Health Sciences, Duke University School of Medicine, Durham, North Carolina, USA.",Duke University]US
"Transplant Research Center, Renal Division, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
"Department of Surgery, Simmons Transplant Institute, Baylor University Medical Center, Dallas, TX.",Baylor University]US
"Department of Medicine, Tulane University School of Medicine, New Orleans, LA.",Tulane University]US
"Department of Medicine, Division of Nephrology, University of Nebraska Medical Center, Omaha, Nebraska, USA.",University of Nebraska]US
"Center of Innovation for Complex Chronic Healthcare (CINCCH), Edward J. Hines VA Hospital, Hines, Illinois.",VA Health Systems Research]US
"United Network for Organ Sharing, Richmond, Virginia, USA.",United Network for Organ Sharing]US
"Department of Surgery, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
"Division of Nephrology, Department of Medicine, University of California, San Francisco, California",University of California]US
"Georgia Emerging Infections Program, Georgia Department of Public Health",Georgia Department of Public Health]US
"Yale University School of Medicine, Department of Internal Medicine, New Haven, CT.",Yale University]US
"Department of Internal Medicine, Division of Nephrology, University of Alabama at Birmingam, Birmingham, AL. Electronic address: jneyra@uabmc.edu.",University of Alabama]US
"Department of Pediatrics, Stanford University School of Medicine, Stanford, California, USA.",Stanford University]US
"Division of Nephrology, Department of Medicine, School of Medicine, Washington University, St. Louis, Missouri.",Washington University in St. Louis]US
"Macalester College, St. Paul, Minnesota.",Macalester College]US
"Duke Molecular Physiology Institute, Duke University Medical Center, Durham, North Carolina.",Duke University]US
"Department of Surgery, University of Southern California, Los Angeles, CA.",University of Southern California]US
"Divison of Cardiology, Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas, TX.",University of Texas]US
"Novartis Pharmaceuticals, East Hanover, New Jersey.",Novartis Inc]CH
"Department of Medicine, R Adams Cowley Shock Trauma Center, University of Maryland School of Medicine, Baltimore, Maryland, USA.",University of Maryland]US
"Division of Cardiovascular and Thoracic Surgery, Duke University School of Medicine, Durham, North Carolina, USA",Duke University]US
"Michael E. DeBakey Veterans Affairs Medical Center, and Michael E. DeBakey VA Medical Center Health Services Research & Development Center for Innovations in Quality, Effectiveness and Safety, Houston, TX. Electronic address: sankar.navaneethan@bcm.edu.",VA Health Systems Research]US
"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Harvard University, Boston, Massachusetts.",Harvard University]US
"Department of Medicine/Nephrology, Stanford University, Palo Alto, CA.",Stanford University]US
"Department of Surgery, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
"Department of Nephrology, Ochsner Health, New Orleans, Louisiana",Ochsner Health System]US
"Division of Nephrology, Department of Medicine, University of Washington, Seattle, Washington.",University of Washington]US
"Department of Epidemiology, School of Public Health and Tropical Medicine, Tulane University, New Orleans, Louisiana.",Tulane University]US
"Department of Medicine, University Hospitals Cleveland Medical Center, Cleveland, Ohio.",Case Western Reserve University]US
"Duke Center for Antimicrobial Stewardship and Infection Prevention, Durham, North Carolina, USA. Electronic address: Arthur.Baker@duke.edu.",Duke University]US
"Baylor University Medical Center, Dallas, Texas, USA.",Baylor University]US
"Department of Medicine, Renal-Electrolyte Division, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: lturka@gmail.com.",Harvard University]US
"Institute of Clinical and Translational Research, Baylor College of Medicine, Houston, Texas",Baylor College of Medicine]US
