,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"Department of Emergency Medicine, University of Manitoba, Winnipeg, Manitoba, Canada.","{'entity_group': 'ORG', 'score': 0.9540203, 'word': 'Department of Emergency Medicine', 'start': 0, 'end': 32}","{'entity_group': 'ORG', 'score': 0.9997984, 'word': 'University of Manitoba', 'start': 34, 'end': 56}","{'entity_group': 'LOC', 'score': 0.9998876, 'word': 'Winnipeg', 'start': 58, 'end': 66}","{'entity_group': 'LOC', 'score': 0.99998623, 'word': 'Manitoba', 'start': 68, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99999356, 'word': 'Canada', 'start': 78, 'end': 84}",,,,,,,,,,
"Medical University of Vienna, Vienna, Austria.","{'entity_group': 'ORG', 'score': 0.9999833, 'word': 'Medical University of Vienna', 'start': 0, 'end': 28}","{'entity_group': 'LOC', 'score': 0.9999839, 'word': 'Vienna', 'start': 30, 'end': 36}","{'entity_group': 'LOC', 'score': 0.99999714, 'word': 'Austria', 'start': 38, 'end': 45}",,,,,,,,,,,,
"Clinical Unit of Infectious Diseases and Microbiology, University Hospital Virgen Macarena, and Department of Medicine and Microbiology, University of Seville, Institute of Biomedicine of Seville (University Hospital Virgen Macarena/CSIC/University of Seville), Seville, Spain.","{'entity_group': 'ORG', 'score': 0.9865054, 'word': 'Clinical Unit of Infectious Diseases and Microbiology', 'start': 0, 'end': 53}","{'entity_group': 'ORG', 'score': 0.9901654, 'word': 'University Hospital Virgen Macarena', 'start': 55, 'end': 90}","{'entity_group': 'ORG', 'score': 0.99945706, 'word': 'Department of Medicine and Microbiology', 'start': 96, 'end': 135}","{'entity_group': 'ORG', 'score': 0.99988765, 'word': 'University of Seville', 'start': 137, 'end': 158}","{'entity_group': 'ORG', 'score': 0.9999345, 'word': 'Institute of Biomedicine of Seville', 'start': 160, 'end': 195}","{'entity_group': 'ORG', 'score': 0.9614396, 'word': 'University Hospital Virgen Macarena/CSIC/University of Seville', 'start': 197, 'end': 259}","{'entity_group': 'LOC', 'score': 0.99999183, 'word': 'Seville', 'start': 262, 'end': 269}","{'entity_group': 'LOC', 'score': 0.999995, 'word': 'Spain', 'start': 271, 'end': 276}","{'entity_group': 'ORG', 'score': 0.9967443, 'word': '.', 'start': 276, 'end': 277}",,,,,,
"Laboratory of Pathology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland, USA.","{'entity_group': 'ORG', 'score': 0.9978242, 'word': 'Laboratory of Pathology', 'start': 0, 'end': 23}","{'entity_group': 'ORG', 'score': 0.99966496, 'word': 'Center for Cancer Research', 'start': 25, 'end': 51}","{'entity_group': 'ORG', 'score': 0.99991995, 'word': 'National Cancer Institute', 'start': 53, 'end': 78}","{'entity_group': 'ORG', 'score': 0.9999336, 'word': 'National Institutes of Health', 'start': 80, 'end': 109}","{'entity_group': 'LOC', 'score': 0.9999415, 'word': 'Bethesda', 'start': 111, 'end': 119}","{'entity_group': 'LOC', 'score': 0.99996614, 'word': 'Maryland', 'start': 121, 'end': 129}","{'entity_group': 'LOC', 'score': 0.999972, 'word': 'USA', 'start': 131, 'end': 134}",,,,,,,,
"Liver Transplant Center, the First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China.","{'entity_group': 'ORG', 'score': 0.9931467, 'word': 'Liver Transplant Center', 'start': 0, 'end': 23}","{'entity_group': 'LOC', 'score': 0.5928519, 'word': 'First Affiliate', 'start': 29, 'end': 44}","{'entity_group': 'LOC', 'score': 0.85811096, 'word': 'Hospital', 'start': 46, 'end': 54}","{'entity_group': 'ORG', 'score': 0.9825771, 'word': 'Zhejiang University School of Medicine', 'start': 56, 'end': 94}","{'entity_group': 'LOC', 'score': 0.9999895, 'word': 'Hangzhou', 'start': 96, 'end': 104}","{'entity_group': 'LOC', 'score': 0.9999962, 'word': 'China', 'start': 106, 'end': 111}",,,,,,,,,
"Computational Medicine Program, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA.","{'entity_group': 'ORG', 'score': 0.9841564, 'word': 'Computational Medicine Program', 'start': 0, 'end': 30}","{'entity_group': 'ORG', 'score': 0.9931723, 'word': 'University of North Carolina at Chapel Hill', 'start': 32, 'end': 75}","{'entity_group': 'LOC', 'score': 0.99991417, 'word': 'Chapel Hill', 'start': 77, 'end': 88}","{'entity_group': 'LOC', 'score': 0.9999835, 'word': 'North Carolina', 'start': 90, 'end': 104}","{'entity_group': 'LOC', 'score': 0.999966, 'word': 'USA', 'start': 106, 'end': 109}",,,,,,,,,,
"Internal Medicine, University of Western Australia Medical School, Perth, Western Australia. Electronic address: wai.lim@health.wa.gov.au.","{'entity_group': 'ORG', 'score': 0.9881296, 'word': 'University of Western Australia', 'start': 19, 'end': 50}","{'entity_group': 'LOC', 'score': 0.65540206, 'word': 'School', 'start': 59, 'end': 65}","{'entity_group': 'LOC', 'score': 0.99997663, 'word': 'Perth', 'start': 67, 'end': 72}","{'entity_group': 'LOC', 'score': 0.9999931, 'word': 'Western Australia', 'start': 74, 'end': 91}","{'entity_group': 'PER', 'score': 0.99595684, 'word': 'wai', 'start': 113, 'end': 116}","{'entity_group': 'PER', 'score': 0.998585, 'word': 'lim', 'start': 117, 'end': 120}",,,,,,,,,
"Quantitative Health Sciences, Mayo Clinic, Scottsdale, AZ.","{'entity_group': 'ORG', 'score': 0.98687774, 'word': 'Quantitative Health Sciences', 'start': 0, 'end': 28}","{'entity_group': 'ORG', 'score': 0.9465565, 'word': 'Mayo Clinic', 'start': 30, 'end': 41}","{'entity_group': 'LOC', 'score': 0.9999606, 'word': 'Scottsdale', 'start': 43, 'end': 53}","{'entity_group': 'LOC', 'score': 0.9999157, 'word': 'AZ', 'start': 55, 'end': 57}",,,,,,,,,,,
"Division of Biomedical Statistics and Informatics, Mayo Clinic, Rochester, Minnesota.","{'entity_group': 'ORG', 'score': 0.9999784, 'word': 'Division of Biomedical Statistics and Informatics', 'start': 0, 'end': 49}","{'entity_group': 'ORG', 'score': 0.999774, 'word': 'Mayo Clinic', 'start': 51, 'end': 62}","{'entity_group': 'LOC', 'score': 0.9999415, 'word': 'Rochester', 'start': 64, 'end': 73}","{'entity_group': 'LOC', 'score': 0.99998105, 'word': 'Minnesota', 'start': 75, 'end': 84}","{'entity_group': 'ORG', 'score': 0.8886725, 'word': '.', 'start': 84, 'end': 85}",,,,,,,,,,
"Heart Transplant Program, Toronto General Hospital, University Health Network, Toronto, Canada.","{'entity_group': 'LOC', 'score': 0.99997425, 'word': 'Toronto General Hospital', 'start': 26, 'end': 50}","{'entity_group': 'LOC', 'score': 0.5691978, 'word': 'University Health', 'start': 52, 'end': 69}","{'entity_group': 'ORG', 'score': 0.6607329, 'word': 'Network', 'start': 70, 'end': 77}","{'entity_group': 'LOC', 'score': 0.9999887, 'word': 'Toronto', 'start': 79, 'end': 86}","{'entity_group': 'LOC', 'score': 0.9999937, 'word': 'Canada', 'start': 88, 'end': 94}",,,,,,,,,,
"Department of Dermatology, University of California Davis School of Medicine, Sacramento, California, USA","{'entity_group': 'ORG', 'score': 0.73447335, 'word': 'Department of Dermatology', 'start': 0, 'end': 25}","{'entity_group': 'ORG', 'score': 0.9315613, 'word': 'University of California Davis School of Medicine', 'start': 27, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99993515, 'word': 'Sacramento', 'start': 78, 'end': 88}","{'entity_group': 'LOC', 'score': 0.99998, 'word': 'California', 'start': 90, 'end': 100}","{'entity_group': 'LOC', 'score': 0.9999577, 'word': 'USA', 'start': 102, 'end': 105}",,,,,,,,,,
"Department of Medical Biophysics, Western University, London, Ontario, Canada.","{'entity_group': 'ORG', 'score': 0.99988514, 'word': 'Department of Medical Biophysics', 'start': 0, 'end': 32}","{'entity_group': 'ORG', 'score': 0.9998878, 'word': 'Western University', 'start': 34, 'end': 52}","{'entity_group': 'LOC', 'score': 0.99997497, 'word': 'London', 'start': 54, 'end': 60}","{'entity_group': 'LOC', 'score': 0.99998224, 'word': 'Ontario', 'start': 62, 'end': 69}","{'entity_group': 'LOC', 'score': 0.9999945, 'word': 'Canada', 'start': 71, 'end': 77}","{'entity_group': 'ORG', 'score': 0.9303954, 'word': '.', 'start': 77, 'end': 78}",,,,,,,,,
"University of Alabama at Birmingham, Birmingham, Alabama, USA.","{'entity_group': 'ORG', 'score': 0.9994048, 'word': 'University of Alabama at Birmingham', 'start': 0, 'end': 35}","{'entity_group': 'LOC', 'score': 0.9999832, 'word': 'Birmingham', 'start': 37, 'end': 47}","{'entity_group': 'LOC', 'score': 0.99999, 'word': 'Alabama', 'start': 49, 'end': 56}","{'entity_group': 'LOC', 'score': 0.99998343, 'word': 'USA', 'start': 58, 'end': 61}",,,,,,,,,,,
"Department of Laboratory Medicine and Pathology, Division of Anatomical Pathology, University of Alberta, Edmonton, Canada.","{'entity_group': 'ORG', 'score': 0.9977596, 'word': 'Department of Laboratory Medicine and Pathology', 'start': 0, 'end': 47}","{'entity_group': 'ORG', 'score': 0.9955248, 'word': 'Division of Anatomical Pathology', 'start': 49, 'end': 81}","{'entity_group': 'ORG', 'score': 0.99991846, 'word': 'University of Alberta', 'start': 83, 'end': 104}","{'entity_group': 'LOC', 'score': 0.99990606, 'word': 'Edmonton', 'start': 106, 'end': 114}","{'entity_group': 'LOC', 'score': 0.9999931, 'word': 'Canada', 'start': 116, 'end': 122}",,,,,,,,,,
"Renal Department, Royal Preston Hospital, Lancashire Teaching Hospitals NHS Foundation Trust, Preston, United Kingdom.","{'entity_group': 'LOC', 'score': 0.999974, 'word': 'Royal Preston Hospital', 'start': 18, 'end': 40}","{'entity_group': 'LOC', 'score': 0.78701407, 'word': 'Lancashire Teaching Hospitals', 'start': 42, 'end': 71}","{'entity_group': 'ORG', 'score': 0.9992986, 'word': 'NHS Foundation Trust', 'start': 72, 'end': 92}","{'entity_group': 'LOC', 'score': 0.9999894, 'word': 'Preston', 'start': 94, 'end': 101}","{'entity_group': 'LOC', 'score': 0.9999962, 'word': 'United Kingdom', 'start': 103, 'end': 117}",,,,,,,,,,
"Department of Medicine, University of Mississippi Medical Center, Jackson, Mississippi.","{'entity_group': 'ORG', 'score': 0.49948525, 'word': 'Medicine', 'start': 14, 'end': 22}","{'entity_group': 'ORG', 'score': 0.72772866, 'word': 'University of Mississippi', 'start': 24, 'end': 49}","{'entity_group': 'LOC', 'score': 0.8545336, 'word': 'Medical Center', 'start': 50, 'end': 64}","{'entity_group': 'LOC', 'score': 0.9999243, 'word': 'Jackson', 'start': 66, 'end': 73}","{'entity_group': 'LOC', 'score': 0.9999827, 'word': 'Mississippi', 'start': 75, 'end': 86}",,,,,,,,,,
"Division of Nephrology, Department of Clinical Sciences, Karolinska Institutet, Danderyd Hospital, Stockholm, Sweden. Electronic address: juan.jesus.carrero@ki.se.","{'entity_group': 'ORG', 'score': 0.9948943, 'word': 'Division of Nephrology', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.999054, 'word': 'Department of Clinical Sciences', 'start': 24, 'end': 55}","{'entity_group': 'ORG', 'score': 0.9998132, 'word': 'Karolinska Institutet', 'start': 57, 'end': 78}","{'entity_group': 'LOC', 'score': 0.9999338, 'word': 'Danderyd Hospital', 'start': 80, 'end': 97}","{'entity_group': 'LOC', 'score': 0.99999225, 'word': 'Stockholm', 'start': 99, 'end': 108}","{'entity_group': 'LOC', 'score': 0.9999943, 'word': 'Sweden', 'start': 110, 'end': 116}","{'entity_group': 'PER', 'score': 0.99835396, 'word': 'juan', 'start': 138, 'end': 142}","{'entity_group': 'PER', 'score': 0.92001474, 'word': 'jesus.carrero', 'start': 143, 'end': 156}","{'entity_group': 'ORG', 'score': 0.99339134, 'word': 'ki.se', 'start': 157, 'end': 162}",,,,,,
"Department of Surgery, Emory University, Atlanta, Georgia.","{'entity_group': 'ORG', 'score': 0.9232584, 'word': 'Department of Surgery', 'start': 0, 'end': 21}","{'entity_group': 'ORG', 'score': 0.9999507, 'word': 'Emory University', 'start': 23, 'end': 39}","{'entity_group': 'LOC', 'score': 0.9999832, 'word': 'Atlanta', 'start': 41, 'end': 48}","{'entity_group': 'LOC', 'score': 0.9999908, 'word': 'Georgia', 'start': 50, 'end': 57}",,,,,,,,,,,
"Division of Pulmonary, Critical Care and Sleep Medicine, Department of Medicine, University of Washington, Seattle, Washington.","{'entity_group': 'ORG', 'score': 0.9262442, 'word': 'Division of Pulmonary, Critic', 'start': 0, 'end': 29}","{'entity_group': 'ORG', 'score': 0.8652414, 'word': 'Care and Sleep Medicine', 'start': 32, 'end': 55}","{'entity_group': 'ORG', 'score': 0.98720044, 'word': 'Department of Medicine', 'start': 57, 'end': 79}","{'entity_group': 'ORG', 'score': 0.999664, 'word': 'University of Washington', 'start': 81, 'end': 105}","{'entity_group': 'LOC', 'score': 0.9985868, 'word': 'Seattle', 'start': 107, 'end': 114}","{'entity_group': 'LOC', 'score': 0.9999627, 'word': 'Washington', 'start': 116, 'end': 126}",,,,,,,,,
"Centre of Clinical and Transplant Pathology, Institute of Clinical and Experimental Medicine, Prague, Czech Republic.","{'entity_group': 'ORG', 'score': 0.99795806, 'word': 'Centre of Clinical and Transplant Pathology', 'start': 0, 'end': 43}","{'entity_group': 'ORG', 'score': 0.99995065, 'word': 'Institute of Clinical and Experimental Medicine', 'start': 45, 'end': 92}","{'entity_group': 'LOC', 'score': 0.9999664, 'word': 'Prague', 'start': 94, 'end': 100}","{'entity_group': 'LOC', 'score': 0.99999696, 'word': 'Czech Republic', 'start': 102, 'end': 116}","{'entity_group': 'ORG', 'score': 0.90590775, 'word': '.', 'start': 116, 'end': 117}",,,,,,,,,,
"Departments of Biomedical Informatics, Biostatistics, and Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.","{'entity_group': 'ORG', 'score': 0.9933187, 'word': 'Department', 'start': 0, 'end': 10}","{'entity_group': 'ORG', 'score': 0.9898671, 'word': 'of Biomedical Informatics, Biostatistics, and Medicine', 'start': 12, 'end': 66}","{'entity_group': 'LOC', 'score': 0.95269173, 'word': 'Vanderbilt University Medical Center', 'start': 68, 'end': 104}","{'entity_group': 'LOC', 'score': 0.9999873, 'word': 'Nashville', 'start': 106, 'end': 115}","{'entity_group': 'LOC', 'score': 0.9999536, 'word': 'Tennessee', 'start': 117, 'end': 126}","{'entity_group': 'ORG', 'score': 0.8182233, 'word': '.', 'start': 126, 'end': 127}",,,,,,,,,
"The Kidney and Transplant Practice, Mount Elizabeth Novena Hospital, Singapore.","{'entity_group': 'ORG', 'score': 0.64527375, 'word': 'Kid', 'start': 4, 'end': 7}","{'entity_group': 'LOC', 'score': 0.9998409, 'word': 'Mount Elizabeth Novena Hospital', 'start': 36, 'end': 67}","{'entity_group': 'LOC', 'score': 0.9999949, 'word': 'Singapore', 'start': 69, 'end': 78}",,,,,,,,,,,,
"Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, China.","{'entity_group': 'LOC', 'score': 0.9985496, 'word': 'Ruijin Hospital', 'start': 0, 'end': 15}","{'entity_group': 'LOC', 'score': 0.8302899, 'word': 'Shanghai', 'start': 17, 'end': 25}","{'entity_group': 'ORG', 'score': 0.7259668, 'word': 'Jiaotong', 'start': 26, 'end': 34}","{'entity_group': 'LOC', 'score': 0.7902275, 'word': 'University School of Medicine', 'start': 35, 'end': 64}","{'entity_group': 'LOC', 'score': 0.9999913, 'word': 'Shanghai', 'start': 66, 'end': 74}","{'entity_group': 'LOC', 'score': 0.99999595, 'word': 'China', 'start': 76, 'end': 81}",,,,,,,,,
"Department of Biostatistics, University of Iowa College of Public Health, Iowa City, Iowa, USA.","{'entity_group': 'ORG', 'score': 0.99966747, 'word': 'Department of Biostatistics', 'start': 0, 'end': 27}","{'entity_group': 'ORG', 'score': 0.99736166, 'word': 'University of Iowa College of Public Health', 'start': 29, 'end': 72}","{'entity_group': 'LOC', 'score': 0.99998766, 'word': 'Iowa City', 'start': 74, 'end': 83}","{'entity_group': 'LOC', 'score': 0.99998266, 'word': 'Iowa', 'start': 85, 'end': 89}","{'entity_group': 'LOC', 'score': 0.9999739, 'word': 'USA', 'start': 91, 'end': 94}",,,,,,,,,,
"Department of Internal Medicine, Seoul National University, Seoul, South Korea.","{'entity_group': 'ORG', 'score': 0.99882615, 'word': 'Department of Internal Medicine', 'start': 0, 'end': 31}","{'entity_group': 'ORG', 'score': 0.99995875, 'word': 'Seoul National University', 'start': 33, 'end': 58}","{'entity_group': 'LOC', 'score': 0.9999945, 'word': 'Seoul', 'start': 60, 'end': 65}","{'entity_group': 'LOC', 'score': 0.99999464, 'word': 'South Korea', 'start': 67, 'end': 78}",,,,,,,,,,,
"Department of Urology, Osaka Medical and Pharmaceutical University, Osaka, Japan.","{'entity_group': 'ORG', 'score': 0.9312402, 'word': 'Department', 'start': 0, 'end': 10}","{'entity_group': 'ORG', 'score': 0.9892893, 'word': 'Urology', 'start': 14, 'end': 21}","{'entity_group': 'ORG', 'score': 0.9999345, 'word': 'Osaka Medical and Pharmaceutical University', 'start': 23, 'end': 66}","{'entity_group': 'LOC', 'score': 0.9998791, 'word': 'Osaka', 'start': 68, 'end': 73}","{'entity_group': 'LOC', 'score': 0.99999535, 'word': 'Japan', 'start': 75, 'end': 80}","{'entity_group': 'ORG', 'score': 0.639331, 'word': '.', 'start': 80, 'end': 81}",,,,,,,,,
"Department of Nephrology, CHU Besançon. Besançon, France.","{'entity_group': 'ORG', 'score': 0.9070799, 'word': 'Department of Nephrology', 'start': 0, 'end': 24}","{'entity_group': 'ORG', 'score': 0.9842936, 'word': 'CHU Besançon', 'start': 26, 'end': 38}","{'entity_group': 'LOC', 'score': 0.9999943, 'word': 'Besançon', 'start': 40, 'end': 48}","{'entity_group': 'LOC', 'score': 0.99999714, 'word': 'France', 'start': 50, 'end': 56}",,,,,,,,,,,
"Comprehensive Transplant Center, Northwestern University, USA.","{'entity_group': 'ORG', 'score': 0.99967414, 'word': 'Comprehensive Transplant Center', 'start': 0, 'end': 31}","{'entity_group': 'ORG', 'score': 0.9999447, 'word': 'Northwestern University', 'start': 33, 'end': 56}","{'entity_group': 'LOC', 'score': 0.9999871, 'word': 'USA', 'start': 58, 'end': 61}","{'entity_group': 'ORG', 'score': 0.5328969, 'word': '.', 'start': 61, 'end': 62}",,,,,,,,,,,
"Canadian Blood Services, Stem Cells and Centre for Innovation, Ottawa, ON, Canada.","{'entity_group': 'ORG', 'score': 0.99992734, 'word': 'Canadian Blood Services, Stem Cells and Centre for Innovation', 'start': 0, 'end': 61}","{'entity_group': 'LOC', 'score': 0.9999879, 'word': 'Ottawa', 'start': 63, 'end': 69}","{'entity_group': 'LOC', 'score': 0.99650145, 'word': 'ON', 'start': 71, 'end': 73}","{'entity_group': 'LOC', 'score': 0.9999894, 'word': 'Canada', 'start': 75, 'end': 81}","{'entity_group': 'ORG', 'score': 0.5654985, 'word': '.', 'start': 81, 'end': 82}",,,,,,,,,,
