,Unnamed: 0,ORG_SET,LOC_SET
1314,"Department of Nephrology, Medical Faculty, University Hospital Düsseldorf, Heinrich-Heine-University Düsseldorf, Düsseldorf, Germany.","{'Department of Nephrology', 'Heinrich-Heine-University Düsseldorf', 'University', 'Medical Faculty'}","{'Germany', 'Hospital Düsseldorf', 'Düsseldorf'}"
1315,"Department of Epidemiology, Human Genetics, and Environmental Sciences, The University of Texas Health Science Center at Houston, Houston, Texas.","{'University of Texas Health Science Center', 'Department of Epidemiology, Human Genetics, and Environmental Sciences'}","{'Houston', 'at Houston', 'Texas'}"
1316,"Department of Nephrology, Copenhagen University Hospital Rigshospitalet, Copenhagen",{'Nephrology'},"{'Copenhagen University Hospital Rigshospitalet', 'Copenhagen'}"
1317,"Paediatric Nephrology Department, University Hospital La Paz, Madrid, Spain.","{'diatric Nephrology Department', 'Pa', 'University'}","{'Hospital La Paz', 'Madrid', 'Spain'}"
1318,"Department of Mathematics and Technology, University of Applied Sciences, Koblenz, Germany.","{'University of Applied Sciences', 'Department of Mathematics and Technology'}","{'Koblenz', 'Germany'}"
1319,"Department of Medicine, Rush University Medical Center, Chicago, IL.","{'Department', 'Medicine'}","{'Rush University Medical Center', 'IL', 'Chicago'}"
1320,"Department II of Internal Medicine and Center for Molecular Medicine Cologne, Faculty of Medicine and University Hospital Cologne, University of Cologne, Cologne, Germany.","{'Department II of Internal Medicine', 'gne', 'Faculty of Medicine and University', 'Center for Molecular Medicine Cologne', 'University of Cologne'}","{'Germany', 'Hospital Colo', 'Cologne'}"
1321,"Department of Cardiology, Baylor University Medical Center, Dallas, Texas, USA.",{'Cardiology'},"{'Baylor University Medical Center', 'USA', 'Dallas', 'Texas'}"
1322,"Division of Transplant Surgery, Department of Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.","{'Division of Transplant Surgery', 'Department of Surgery'}","{'Massachusetts', 'USA', 'Harvard Medical School', ""Brigham and Women's Hospital"", 'Boston'}"
1323,"Department of Internal Medicine, Saint Louis University, St. Louis, Missouri.","{'Department of Internal Medicine', 'Saint Louis University'}","{'Missouri', 'St. Louis'}"
1324,"Kidney Health Research Institute, Geisinger Health, Danville, Pennsylvania.","{'Geisinger Health', 'Kidney Health Research Institute'}","{'Pennsylvania', 'Danville'}"
1325,"Department of Surgery, Hepato-pancreato-biliary Center, Beijing Tsinghua Changgung Hospital, Tsinghua University, Beijing, China.","{'ato-', 'pan', 'Tsinghua University'}","{'Beijing', 'China', 'Beijing Tsinghua Changgung Hospital'}"
1326,"Division of Nephrology, Dialysis and Transplantation, University of Genova, Genova, Italy.","{'University of Genova', 'Division of Nephrology, Dialysis and Transplantation'}","{'Genova', 'Italy'}"
1327,"Renal Division, Peking University Shenzhen Hospital, Peking University, Shenzhen, China. Electronic address: huangxiaoyan@pku.org.cn.","{'pku', 'Renal Division'}","{'Peking University Shenzhen Hospital', 'China', 'Shenzhen', 'Peking University'}"
1328,"Shenzhen Key Laboratory of Hospital Chinese Medicine Preparation, Shenzhen Traditional Chinese Medicine Hospital, Fourth Clinical Medical College, Guangzhou University of Chinese Medicine, Shenzhen.","{'Fourth Clinical Medical College', 'Shenzhen Key Laboratory of Hospital Chinese Medicine Preparation', 'Guangzhou University of Chinese Medicine', 'Traditional Chinese Medicine Hospital'}",{'Shenzhen'}
1329,"Department of Pathology, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: rmakar@mgh.harvard.edu.","{'edu', 'Department of Pathology', 'harvard', 'm'}","{'Boston', 'Massachusetts General Hospital', 'Massachusetts', 'USA'}"
1330,"Pathology Department, La Paz University Hospital, Madrid, Spain.",set(),"{'Madrid', 'Spain', 'La Paz University Hospital'}"
1331,"Child and Adolescent Psychiatry and Clinical Psychology Department, University Hospital of Getafe, Madrid, Spain.","{'Child and Adolescent Psychia', 'University', 'and Clinical Psychology Department'}","{'Madrid', 'Hospital of Getafe', 'Spain'}"
1332,"Department of Medicine, Drexel University College of Medicine, Philadelphia, Pennsylvania","{'Department of Medicine', 'Drexel University College of Medicine'}","{'Philadelphia', 'Pennsylvania'}"
1333,"Kolling Institute of Medical Research, Sydney Medical School, New South Wales, Australia",{'Kolling Institute of Medical Research'},"{'New South Wales', 'Sydney Medical School', 'Australia'}"
1334,"Department of Internal Medicine, Seoul National University Hospital Seoul, Korea.","{'Interna', 'Medicine'}","{'Korea', 'Seoul National University Hospital Seoul'}"
1335,"Department of Clinical Epidemiology, Beijing Institute of Respiratory Medicine and Beijing Chao-Yang Hospital, Capital Medical University, Beijing, People's Republic of China.","{'Capital Medical University', 'Beijing Institute of Respiratory Medicine', 'Department of Clinical Epidemiology'}","{'Beijing', 'Beijing Chao-Yang Hospital', ""People's Republic of China""}"
1336,"Department of Nephrology, Peking University People's Hospital, Beijing, China.","{'Nephrology', 'Department'}","{""Peking University People's Hospital"", 'Beijing', 'China'}"
1337,"Department of Medicine, Division of Nephrology, Vagelos College of Physicians and Surgeons and Department of Medicine, Mailman School of Public Health, Columbia University, New York, New York.","{'Department of Medicine', 'Division of Nephrology, Vagelos College of Physicians and Surgeons', 'Columbia University', 'Mailman School of Public Health'}",{'New York'}
1338,"Department of Medicine, Emory University, Atlanta, Georgia. Electronic address: laura.plantinga@emory.edu.","{'Department of Medicine', 'emory.edu', 'Emory University'}","{'Atlanta', 'Georgia'}"
1339,"Faculty of Medicine, University of New South Wales, Sydney, Australia.","{'Faculty of Medicine', 'University of New South Wales'}","{'Australia', 'Sydney'}"
1340,"Department of Pathology, Medical University of Vienna, Vienna, Austria.","{'Department of Pathology', 'Medical University of Vienna'}","{'Vienna', 'Austria'}"
1341,"Stanford University School of Medicine, Stanford, California.",{'Stanford University School of Medicine'},"{'California', 'Stanford'}"
1342,"Department of Anesthesiology, Fuwai Hospital, National Center for Cardiovascular Diseases, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, People's Republic of China.","{'National Center for Cardiovascular Diseases', 'Chinese Academy of Medical Sciences', 'Peking Union Medical College', 'Department of Anesthesiology'}","{'Beijing', 'Fuwai Hospital', ""People's Republic of China""}"
1343,"Transplant Institute, NYU Langone Health, New York, USA.","{'NYU', 'Transplant Institute'}","{'New York', 'Langone Health', 'USA'}"
1344,"Department of Transfusion Medicine, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.",{'Department of Transfusion Medicine'},"{'University Medical Center Hamburg-Eppendorf', 'Hamburg', 'Germany'}"
1345,"Department of Medicine, University of Maryland School of Medicine, Maryland, USA.","{'Department of Medicine', 'University of Maryland School of Medicine'}","{'Maryland', 'USA'}"
1346,"Division of Infectious Diseases, University of California, San Francisco, California, USA. Electronic address: shereen.katrak@cdph.ca.gov.","{'cdph', 'University of California', 'Division of Infectious Diseases'}","{'ca', 'California', 'San Francisco', 'USA'}"
1347,"School of Computer Science, University of Nottingham, Nottingham, United Kingdom.","{'School of Computer Science', 'University of Nottingham'}","{'Nottingham', 'United Kingdom'}"
1348,"Faculdade de Medicina da Universidade de Sao Paulo, Instituto do Cancer do Estado de Sao Paulo, Brazil.","{'Faculdade de Medicina da Universidade de Sao Paulo', 'Instituto do Cancer do Estado de Sao Paulo'}",{'Brazil'}
1349,"Yale School of Medicine/Yale New Haven Health System, New Haven, Connecticut.",{'Yale School of Medicine'},"{'Connecticut', 'New Haven', 'Yale New Haven Health System'}"
1350,"Nephrology Department, Centre Hospitalier Lyon Sud, Université de Lyon, Carmen, Pierre-Bénite","{'Nephrology Department', 'Université de Lyon'}","{'Carmen, Pierre-Bénite', 'Centre Hospitalier Lyon Sud'}"
1351,"Departments of Medicine, Stanford University and VA Palo Alto HCS, Palo Alto, California.","{'VA', 'Stanford University', 'Departments of Medicine'}","{'California', 'Palo Alto HCS', 'Palo Alto'}"
1352,Michigan Department of Health & Human Services.,{'Michigan Department of Health & Human Services.'},set()
1353,"Department of Medicine and Epidemiology and Community Medicine, University of Ottawa, Ottawa, Ontario, Canada.","{'Department of Medicine and Epidemiology and Community Medicine', 'University of Ottawa'}","{'Ontario', 'Ottawa', 'Canada'}"
1354,"Division of Nephrology, Department of Medicine, Western University and London Health Sciences Centre, London, Ontario, Canada. Electronic address: Andrew.House@lhsc.on.ca.","{'Department of Medicine', 'on', 'Division of Nephrology', 'Western University', 'lhsc'}","{'Ontario', 'Canada', 'London', 'London Health Sciences Centre'}"
1355,"Department of Nephrology, Ambroise Paré University Hospital, APHP, Boulogne-Billancourt/Paris.","{'AP', 'Department of Nephrology'}","{'Ambroise Paré University Hospital', 'HP', 'Boulogne-Billancourt', 'Paris.'}"
1356,"Division of Nephrology, Medizinische Klinik and Poliklinik IV, Klinikum der LMU München, Munich, Germany.","{'Nephrology', 'Division', 'LMU München'}","{'Germany', 'um', 'Munich', 'Klinik', 'Poliklinik IV', 'Medizin'}"
1357,"Department of Imaging and Pathology, KU Leuven, Leuven.","{'KU Leuven', 'Department of Imaging and Pathology'}",{'Leuven'}
1358,"Renal Division, Brigham and Women's Hospital, Boston, Massachusetts.",set(),"{'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
1359,"Center for Abdominal Transplantation, Saint Louis University School of Medicine, St. Louis, Missouri.","{'Center for Abdominal Transplantation', 'Saint Louis University School of Medicine'}","{'Missouri', 'St. Louis'}"
1360,"Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",{'Department of Pathology'},"{'Johns Hopkins University School of Medicine', 'Maryland', 'USA', 'Baltimore'}"
1361,"Department of Surgery, Comprehensive Transplant Center, Northwestern University, Chicago, Illinois, USA.","{'Comprehensive Transplant Center', 'Department of Surgery', 'Northwestern University'}","{'Illinois', 'USA', 'Chicago'}"
1362,"Institute for Clinical and Translational Science, The University of Iowa, Iowa City, Iowa.","{'The University of Iowa', 'Institute for Clinical and Translational Science'}","{'Iowa', 'Iowa City'}"
1363,"Sichuan Clinical Research Center for Kidney Diseases, Renal Department and Institute of Nephrology, Sichuan Provincial People's Hospital, School of Medicine, University of Electronic Science and Technology of China, Chengdu, China.","{'Renal Department and Institute of Nephrology', 'University of Electronic Science and Technology of China', 'Medicine', 'Sichuan Clinical Research Center for Kidney Diseases'}","{'Sichuan Provincial People', 'Chengdu', 's Hospital', 'School', 'China'}"
1364,"APHP.Nord-Université de Paris, Hôpital Universitaire Robert Debré, Unité d'Epidémiologie Clinique, INSERM, CIC 1426. F-75019 Paris, France.","{'INSERM', ""Unité d'Ep"", 'APHP.Nord-Université de Paris', 'miologie Clinique'}","{'France', 'Hôpital Universitaire Robert Debré', 'Paris'}"
1365,"Duke Clinical Research Institute, Population Health Sciences, Durham, North Carolina, USA.","{'Duke Clinical Research Institute, Population Health Sciences'}","{'North Carolina', 'Durham', 'USA'}"
1366,"Berlin Center for Advanced Therapies (BeCAT) and Institute of Medical Immunology, Charité Universitätsmedizin Berlin, Berlin Institut of Health Center of Regenerative Therapies (BCRT), Berlin Institute of Health, Berlin, Germany.","{'Berlin Center for Advanced Therapies', 'Charité Universitätsmedizin Berlin', 'Berlin Institut of Health Center of Regenerative Therapies', 'BeCAT', 'Institute of Medical Immunology', 'BCRT', 'Berlin Institute of Health'}","{'Germany', 'Berlin'}"
1367,"Division of Gynecology and Obstetrics, Maternal and Child Department, Cannizzaro Hospital, Catania, Italy.","{'Department', 'Division of Gynecology and Obstetrics', 'Mater'}","{'Catania', 'Italy', 'Cannizzaro Hospital'}"
1368,"The Genetics Institute, Kaplan Medical Center-Rehovot, Hebrew University and Hadassah Medical School, Jerusalem, Israel.","{'Hebrew University', 'The Genetics Institute'}","{'Hadassah Medical School', 'Kaplan Medical Center-Rehovot', 'Israel', 'Jerusalem'}"
1369,"Department of Nephrology and Kidney Transplantation, University Hospitals Leuven, Leuven, Belgium. Electronic address: maarten.naesens@uzleuven.be.","{'University Hospitals Leuven', 'Department of Nephrology and Kidney Transplantation', 'uzleuven', 'be.'}","{'Belgium', 'Leuven'}"
1370,"Division of Gastroenterology and Hepatology, Mayo Clinic College of Medicine and Science, Rochester, Minnesota.","{'Mayo Clinic College of Medicine and Science', 'Division of Gastroenterology and Hepatology'}","{'Minnesota', 'Rochester'}"
1371,"Banc de Sang i Teixits, Vall d'Hebron Institute of Research (VHIR), Barcelona, Spain.","{""Vall d'Hebron Institute of Research"", 'Banc de Sang i Teixits', 'VHIR'}","{'Barcelona', 'Spain'}"
1372,"Department of Medicine, Division of Cardiology, University of California San Diego, San Diego, California, USA.","{'Department of Medicine', 'University of California San Diego', 'Division of Cardiology'}","{'California', 'San Diego', 'USA'}"
