,aff,parent
1523,"Genomic Research Alliance for Transplantation (GRAfT), Bethesda, Maryland, USA",GRAfT]US
1524,"Department of Medicine, Division of Nephrology and Hypertension, Mayo Clinic College of Medicine and Science, Mayo Clinic, Rochester, Minnesota, USA.",Mayo Clinic]US
1525,"University of North Carolina, Chapel Hill, and Duke Children's Hospital Medical Center, Durham, North Carolina.",Duke University]US
1526,"Department of Pathology and Laboratory Medicine, University of North Carolina at Chapel Hill, Chapel Hill, NC.",University of North Carolina]US
1527,"Richard L. Roudebush VA Medical Center and Indiana University, Indianapolis, IN, USA.",VA Health Systems Research]US
1528,"Pathology, Thomas E. Starzl Transplant Institute, University of Pittsburgh, Pittsburgh, Pennsylvania, USA.",University of Pittsburgh]US
1529,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas.",Baylor College of Medicine]US
1530,"Duke University Medical Center and Durham Veterans Affairs Health Care System, Durham, North Carolina.",VA Health Systems Research]US
1531,"Department of Medicine/Nephrology, University of Illinois, Chicago, Illinois",University of Illinois]US
1532,"Department of Psychiatry and Behavioral Sciences, University of California, San Francisco, California, USA.",University of California]US
1533,"Department of Medicine, John Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
1534,"Departments of Medicine and Surgery, University of California, San Francisco, California.",University of California]US
1535,"Department of Medicine, Emory University, Atlanta, GA.",Emory University]US
1536,"Center for Cardiovascular Research, Division of Cardiology, Department of Medicine, Washington University School of Medicine, St. Louis, MO.",Washington University in St. Louis]US
1537,"Section of Cardiology, Department of Medicine, University of Chicago, Chicago, Illinois.",University of Chicago]US
1538,"Division of Kidney, Urologic, and Hematologic Diseases, National Institute of Diabetes and Digestive and Kidney Diseases, Bethesda, Maryland.",National Institutes of Health]US
1539,"The American Association of Kidney Patients, Tampa, Florida.",American Association of Kidney Patients]US
1540,"Department of Surgery and Perioperative Care, Dell Medical School, University of Texas at Austin, Austin, Texas.",University of Texas]US
1541,"Dell Medical School, The University of Texas at Austin, Austin, TX.",University of Texas]US
1542,"Department of Medicine, Division of Nephrology and Hypertension, Vanderbilt University Medical Center, Nashville, Tennessee.",Vanderbilt University]US
1543,"Division of Nephrology, School of Medicine, Indiana University, and Richard L. Roudebush Veteran Affairs Medical Center, Indianapolis, Indiana.",Indiana University]US
1544,"Department of Epidemiology and Biostatistics, Drexel University Dornsife School of Public Health, Philadelphia, PA.",Drexel University]US
1545,"Division of Nephrology & Hypertension, Mayo Clinic College of Medicine and Science, Rochester, Minnesota.",Mayo Clinic]US
1546,"Program in Transplantation, University of Maryland Medical Center, University of Maryland School of Medicine, Baltimore, MD.",University of Maryland]US
1547,"Perelman School of Medicine University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1548,"Division of Transplant Surgery, Medical College of Wisconsin, Milwaukee, Wisconsin, USA.",Medical College of Wisconsin]US
1549,"Division of Blood and Marrow Transplantation, Department of Pediatrics, Masonic Cancer Center, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota]US
1550,"Columbia Center for Translational Immunology, Columbia University Medical Center, New York City, New York City, USA.",Columbia University]US
1551,"Division of Endocrinology, Diabetes and Metabolism, Department of Medicine, Hospital of the University of Pennsylvania, Philadelphia, Philadelphia, USA.",University of Pennsylvania]US
1552,"Department of Surgery, University of Cincinnati College of Medicine, Cincinnati, Ohio, USA.",University of Cincinnati]US
1553,"Department of Medicine, Center for Precision Medicine and Genomics, Columbia University Vagelos College of Physicians and Surgeons, New York, NY.",Columbia University]US
1554,"Division of Nephrology and Kidney Research Institute, University of Washington, Seattle, Washington.",University of Washington]US
1555,"Section of Cardiology, Baylor College of Medicine, Houston, Texas.",Baylor College of Medicine]US
1556,"Division of Infectious Diseases and Global Public Health, University of California San Diego, La Jolla, CA.",University of California]US
1557,"UPMC Hepatic and Transplantation Pathology, Pittsburgh, Pennsylvania, USA.",University of Pittsburgh]US
1558,"Division of Nephrology, Department of Medicine, Johns Hopkins University, Baltimore, Maryland. Electronic address: chirag.parikh@jhmi.edu.",Johns Hopkins University]US
1559,"Department of Population Health, University of Illinois at Chicago, Illinois, USA.",University of Illinois]US
1560,"Nephrology Division, Massachusetts General Hospital, Boston, Massachusetts.",Harvard University]US
1561,"Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Center, Seattle, Washington, USA",Fred Hutchinson]US
1562,"Nephrology, Department of Pediatrics, Weill-Cornell Medical Center, New York, New York.",Cornell University]US
1563,"Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota]US
1564,"Welch Center for Prevention, Epidemiology, and Clinical Research, School of Medicine, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
1565,"Department of Epidemiology and Biostatistics, University of California-San Francisco, San Francisco, California.",University of California]US
1566,"Department of Surgery, Emory Transplant Center, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
1567,"Biostatistics, Rho, Durham, North Carolina.",Rho]US
1568,"Center for Transplantation Sciences, Department of Surgery, Massachusetts General Hospital, Boston, Massachusetts, USA.",Harvard University]US
1569,"Department of Biostatistics, Epidemiology and Informatics, Center for Clinical Epidemiology and Biostatistics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1570,"Division of Gastroenterology and Hepatology, Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.",University of Pennsylvania]US
1571,"Department of Medicine-Quantitative Health, University of Florida College of Medicine, Florida, USA.",University of Florida]US
1572,"Division of Nephrology, Department of Medicine, School of Medicine, Washington University in St. Louis, St. Louis, Missouri.",Washington University in St. Louis]US
1573,"Section of Nephrology, Hypertension, and Kidney Transplantation, Lewis Katz School of Medicine at Temple University, Philadelphia, Pennsylvania.",Temple University]US
1574,"Department of Family Medicine, Rowan-Virtua School of Osteopathic Medicine, Stratford, NJ.",Rowan University]US
1575,"Department of Surgery, University of Virginia, Charlottesville, Virginia, USA.",University of Virginia]US
1576,"Division of Geriatrics, Department of Medicine, University of Mississippi Medical Center, Jackson, Mississippi.",University of Mississippi]US
1577,"Providence Inland Northwest Health, University of Washington, Spokane, Washington.",Providence Health Inc]US
1578,"School of Medicine, University of Colorado Anschutz Medical Campus, Aurora, Colorado.",University of Colorado]US
1579,"Nephrology Division , Ohio State University Wexner Medical Center , Columbus, Ohio.",Ohio State University]US
1580,"Division of Infectious Diseases, University of Maryland Medical Center, Baltimore, MD.",University of Maryland]US
1581,"Department of Internal Medicine, Section on Nephrology, Wake Forest University School of Medicine, Winston-Salem, North Carolina.",Wake Forest University]US
1582,"Department of Medicine, University of Alabama at Birmingham, Birmingham, Alabama",University of Alabama]US
1583,"Nephrology Associates, PC, Birmingham, Alabama.",Nephrology Associates]US
1584,"University of Wisconsin School of Medicine and Public Health, University of Wisconsin, Madison, Wisconsin.",University of Wisconsin]US
1585,"Department of Transplant and Hepatobiliary Surgery, Henry Ford Health System, Detroit, Michigan, USA. Electronic address: snagai1@hfhs.org.",Henry Ford Health]US
1586,"Division of Nephrology, School of Medicine, Tulane University New Orleans, Louisiana.",Tulane University]US
1587,"University of Pittsburgh and VA Pittsburgh Health Care System, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
1588,"Department of Epidemiology, University of North Carolina, Chapel Hill, North Carolina.",University of North Carolina]US
1589,"Evidence-Based Practice Center, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
1590,"Indiana University School of Medicine and VA Medical Center, Indianapolis, IN.",VA Health Systems Research]US
1591,"Division of Transplantation, Feinberg School of Medicine, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
1592,"Department of Medicine, Jacobi Medical Center, Bronx, NY.",Montefiore]US
1593,"Division of Molecular Pathology and Genomics, University of Minnesota, Minneapolis, Minnesota.",University of Minnesota]US
1594,"Division of Nephrology, University of Texas Southwestern Medical Center, Dallas, Texas.",University of Texas]US
1595,"Department of Pathology and Laboratory Medicine, Cedars-Sinai Medical Center, Los Angeles, California.",University of California]US
1596,"National Institute of Diabetes, Digestive and Kidney Diseases, National Institutes of Health, Bethesda, Maryland.",National Institutes of Health]US
1597,"Division of Cardiothoracic Surgery, Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University in St. Louis]US
1598,"Department of Pharmacy Practice, Lipscomb University College of Pharmacy, Nashville, Tennessee.",Lipscomb University]US
1599,"Department of Pediatrics, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania",University of Pennsylvania]US
1600,"Division of Thoracic Surgery, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
1601,"Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA",Johns Hopkins University]US
1602,"Divisions of Nephrology and Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of New Mexico, Albuquerque, New Mexico.",University of New Mexico]US
