,Unnamed: 0,PARENT
2184,"Transplant Nephrology, UPMC Pinnacle, Harrisburg, Pennsylvania.",University of Pittsburgh]US
2187,"St. Louis Children's Hospital, St. Louis, Missouri.",Washington University in St. Louis]US
2190,"Department of Laboratory Medicine and Pathology, University of Minnesota Medical School, Minneapolis, Minnesota.",University of Minnesota]US
2194,"Mid-America Transplant, St. Louis, Missouri, USA.",Mid-America Transplant]US
2200,"Department of Medicine, Division of Nephrology, Columbia University, New York, New York.",Columbia University]US
2203,"Department of Surgery, Colorado Center for Transplantation Care, Research, and Education (CCTCARE), University of Colorado Anschutz Medical Campus, Aurora, CO.",University of Colorado]US
2205,"Department of Surgery, University of Chicago, Chicago, Illinois, USA.",University of Chicago]US
2210,"Section of Nephrology, Department of Internal Medicine, Mount Sinai School of Medicine, New York, New York.",Mount Sinai]US
2211,"California Emerging Infections Program, Oakland, California",California Emerging Infections Program]US
2217,"Welch Center for Prevention, Epidemiology, and Clinical Research, School of Medicine, Johns Hopkins University, Baltimore, Maryland. Electronic address: jishiga1@jhu.edu.",Johns Hopkins University]US
2218,"Department of Biostatistics, University of North Carolina, Chapel Hill, North Carolina.",University of North Carolina]US
2219,"San Francisco VA Health Care System, San Francisco, California.",VA Health Systems Research]US
2222,"Division of Transplant Surgery, Department of Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA",Harvard University]US
2223,"Division of Abdominal Transplantation and Hepatobiliary Surgery, Department of Surgery, Baylor College of Medicine, Houston, Texas, USA.",Baylor College of Medicine]US
2226,"Department of Pediatrics, UPMC Children's Hospital of Pittsburgh, Pittsburgh, PA.",University of Pittsburgh]US
2227,"Kidney Health Research Collaborative, San Francisco Veterans Affair Medical Center and University of California, San Francisco, California.",VA Health Systems Research]US
2229,"Louisiana State University Health Sciences Center, New Orleans, Louisiana.",Louisiana State University]US
2230,"UC San Diego Health, San Diego, CA.",University of California]US
2231,"Division of Nephrology, Department of Medicine, School of Medicine, Johns Hopkins University, Baltimore, Maryland. Electronic address: chirag.parikh@jhmi.edu.",Johns Hopkins University]US
2232,"Department of Anesthesiology, Thomas Jefferson University Hospital, Philadelphia, PA.",Thomas Jefferson University]US
2234,"Division of Public Health, Infectious Diseases, and Occupational Medicine, Mayo Clinic, Rochester, Minnesota, USA.",Mayo Clinic]US
2235,"Transplantation Center, Digestive Disease and Surgery Institute, Cleveland Clinic, Cleveland, OH.",Case Western Reserve University]US
2236,"Division of Nephrology, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
2239,"Providence St Joseph Heritage Medical Group, Renal Services, Orange, California.",Providence Health Inc]US
2241,"Department of Clinical Genomics, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
2242,"Renal Division, Transplantation Research Center, Brigham and Women's Hospital and Children's Hospital, Harvard Medical School, Boston, Massachusetts.",Harvard University]US
2243,"Molecular Pathogenesis Program, The Kimmel Center for Biology and Medicine of the Skirball Institute, New York University School of Medicine, New York, USA",New York University]US
2244,"Tufts Medical Center, and Tufts Clinical and Translational Science Institute, Tufts University, Boston, Massachusetts.",Tufts University]US
2246,"Division of Renal Pathology, Department of Pathology and Laboratory Medicine, Weill Cornell Medicine, Cornell University, New York, New York, USA.",Cornell University]US
2247,"Center for Health Services Research, Regenstrief Institute, Indianapolis, Indiana.",Regenstrief]US
2248,"Department of Medicine, Transplant Pulmonology, Duke University School of Medicine, Durham, North Carolina, USA.",Duke University]US
2249,"Loma Linda University Children's Hospital, Loma Linda, California.",Loma Linda University]US
2254,"Icahn School of Medicine at Mount Sinai, New York, New York.",Mount Sinai]US
2259,"Division of Gastroenterology/Hepatology, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
2260,"Department of Medicine, University of Miami Miller School of Medicine, Miami, FL.",University of Miami]US
2261,"Division of Nephrology, Department of Medicine, School of Medicine, Washington University in St. Louis, St. Louis, Missouri",Washington University in St. Louis]US
2262,"Division of Renal, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",University of Pennsylvania]US
2263,"Research and Development, Transplant Therapeutic Area, CSL Behring, King of Prussia, Pennsylvania, PA.",CSL Ltd]US
2264,"Solid Organ Transplant Center, Department of Surgery, University of Iowa, Iowa City, Iowa, USA.",University of Iowa]US
2267,"Division of Nephrology and Hypertension, University Hospitals Cleveland Medical Center, Cleveland, Ohio.",Case Western Reserve University]US
2273,"Department of Medicine, Veterans Affairs Central California Health Care System, Fresno, California.",VA Health Systems Research]US
2274,"Departments of Medicine and Surgery, Yale University, New Haven, Connecticut.",Yale University]US
2276,"University of California San Diego and VA San Diego Health Care System, San Diego, California.",University of California]US
2280,"Division of Surgical Transplantation,Department of Surgery,University of Texas Southwestern Medical Center,Dallas,Texas,USA.",University of Texas]US
2282,"Janssen Research & Development, LLC, Spring House, Pennsylvania.",Johnson & Johnson Inc]US
2287,"Division of Nephrology, Department of Medicine, Vagelos College of Physicians and Surgeons, Columbia University, New York, New York.",Columbia University]US
2289,"Department of Population and Quantitative Health Sciences, Case Western Reserve University and Louis Stoke, Cleveland, Ohio.",Case Western Reserve University]US
2293,"Department of Medicine, Duke University School of Medicine, Durham, North Carolina.",Duke University]US
2294,"Division of Cardiovascular Medicine, Department of Medicine, Washington University in St. Louis, Missouri, USA.",Washington University in St. Louis]US
2297,"Department of Surgery and Emory Transplant Center, Suite 5105, 101 Woodruff Circle, Atlanta, Georgia 30322.",Emory University]US
2298,"Division of Nephrology, University of Alabama at Birmingham, Birmingham, Alabama.",University of Alabama]US
2299,"Division of Gastroenterology, Hepatology, and Nutrition, Department of Pediatrics, Baylor College of Medicine, Texas Children's Hospital, Houston, Texas, USA.",Baylor College of Medicine]US
2302,"Cerevel Therapeutics, Cambridge, Massachusetts.",Cerevel Inc]US
2305,"Inflammation and Immunology Research Unit, Pfizer Inc., Cambridge, Massachusetts.",Pfizer Inc]US
2309,"Division of Transplant Surgery, University of Alabama at Birmingham, Birmingham, Alabama.",University of Alabama]US
2310,"Section of Nephrology, Department of Internal Medicine, Yale School of Medicine, New Haven, Connecticut.",Yale University]US
2312,"Division of Cardiovascular and Thoracic Surgery, Duke University School of Medicine, Durham, North Carolina, USA.",Duke University]US
2313,"Clinical Research Division, Fred Hutchinson Cancer Center, Seattle, Washington, USA.",Fred Hutchinson]US
2314,"University of Kentucky, Lexington, Kentucky.",University of Kentucky]US
2317,"Section on Nephrology, Wake Forest University School of Medicine, Winston-Salem, North Carolina.",Wake Forest University]US
2318,"Mount Sinai Heart, Icahn School of Medicine at Mount Sinai Health System, New York, NY.",Mount Sinai]US
2320,"Department of Pathology, Brigham and Women's Hospital, Boston, Massachusetts, USA",Harvard University]US
2322,"Division of General Internal Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
2323,"Department of Public Health Sciences, Henry Ford Health System, Detroit, Michigan, USA.",Henry Ford Health]US
2330,"Division of Pediatric Nephrology, University of New Mexico Children's Hospital, Albuquerque, New Mexico.",University of New Mexico]US
2331,"Division of Metabolism, Endocrinology, and Nutrition, Department of Medicine, University of Washington, Seattle, Washington.",University of Washington]US
2332,"Department of Medicine, Division of Gastroenterology, Hepatology and Nutrition, Vanderbilt University Medical Center, Nashville, TN.",Vanderbilt University]US
2334,"Department of Clinical Genomics, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
2336,"Columbia University Vagelos College of Physicians and Surgeons, Institute for Genomic Medicine, New York, NY.",Columbia University]US
2337,"City University of New York School of Medicine, New York, New York.",City University]US
2338,"Beth Israel Deaconess Medical Center, Boston, Massachusetts.",Tufts University]US
2340,"Tufts Medical Center, and School of Medicine, Tufts University, Boston, Massachusetts.",Tufts University]US
2343,"Ascension St Vincent Heart Center, Indianapolis, Indianapolis, Indiana, USA.",Ascension Health Inc]US
2347,"Department of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA",University of North Carolina]US
2348,"William J. von Liebig Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
2354,"Division of Gastroenterology and Hepatology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.",University of Pennsylvania]US
2359,"Division of Nephrology, Boston, Massachusetts.",
2362,"Stanford Hypertension Center and Division of Nephrology, Department of Medicine, School of Medicine, Stanford University, Stanford, California.",Stanford University]US
2365,"University of Miami School of Medicine, Miami, Florida.",University of Miami]US
2368,"School of Medicine, University of Washington, and Providence Health Care, Spokane, Washington.",Providence Health Inc]US
2371,"Division of Nephrology, Department of Medicine, School of Medicine, Johns Hopkins University, Baltimore, Maryland. Electronic address: crebhol1@jhu.edu.",Johns Hopkins University]US
2372,"University of Pittsburgh, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
2375,"Department of Internal Medicine, Division of Nephrology, University of Texas Southwestern Medical Center, Dallas, TX.",University of Texas]US
2381,"Department of Biostatistics and Bioinformatics, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
