,Unnamed: 0,LOC_SET
1535,"Division of Nephrology, Department of Medicine, School of Medicine, and Department of Epidemiology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland.","{'Maryland', 'Health', 'Baltimore'}"
1536,"Department of Pediatric Nephrology, Hôpital de la Mère et de l'Enfant, Limoges, France.","{'France', 'Limoges', 'Hôpital de', 'Enfant'}"
1537,"Department of Nephrology, General University Hospital, Charles University, Prague, Czech Republic.","{'General University Hospital', 'Prague', 'Czech Republic', 'Charles University'}"
1538,"Division of Nephrology, Loyola University Medical Center, Chicago, Illinois, USA.","{'Loyola University Medical Center', 'Illinois', 'USA', 'Chicago'}"
1539,"Population Health Research Institute, McMaster University, Hamilton, Canada.","{'Hamilton', 'Canada'}"
1540,"Director of National Transplants Center, National Institute of Health, Italian Ministry of Health, Rome, Italy.","{'Italy', 'Rome'}"
1541,"Division of Nephrology, Department of Medicine, Johns Hopkins University Baltimore, Maryland","{'Maryland', 'Baltimore'}"
1542,"Department of Agricultural Chemistry, Soil Science and Microbiology, University of Cordoba, Cordoba, Spain. Electronic address: elena.pereznadales@imibic.org.","{'Cordoba', 'Spain'}"
1543,"University of Queensland, QIMR Berghofer Medical Research Institute, Herston",{'Herston'}
1544,"Division of Cardiovascular Medicine, Vanderbilt University Medical Center, Nashville, Tennessee, USA. Electronic address: kaushik.amancherla@vumc.org.","{'Nashville', 'Tennessee', 'Vanderbilt University Medical Center', 'USA'}"
1545,"Digestive Disease and Surgery Institute, Cleveland Clinic",set()
1546,"Department of Medicine, Columbia University Irving Medical Center.",{'Irving Medical Center'}
1547,"Division of Pulmonary and Critical Care Medicine, School of Medicine, Johns Hopkins University, Baltimore, Maryland.","{'Maryland', 'Baltimore'}"
1548,"Division of Transplant Surgery, Department of Surgery, VCU Medical Center, Richmond, VA.","{'Richmond', 'Medical Center', 'VA'}"
1549,"Department of Immunology and Inflammation, Centre for Inflammatory Diseases, Imperial College, London, United Kingdom.","{'London', 'United Kingdom'}"
1550,"Department of Clinical and Experimental Medicine, Infectious Diseases Unit, Azienda Ospedaliera Universitaria Pisana, University of Pisa, Italy.",{'Italy'}
1551,"Department of Hepatology and Liver Transplantation, Yashoda Hospitals, Secunderabad, Hyderabad, Telangana, India.","{'Secunderabad', 'Hyderabad', 'Yashoda Hospital', 'India', 'Telangana'}"
1552,"Division of Nephrology, Department of Medicine, Scarborough Health Network, Toronto, Ontario, Canada.","{'Ontario', 'Canada', 'Toronto'}"
1553,"UCL Cancer Institute, University College London, London, England, UK.","{'UK', 'London', 'England'}"
1554,"Pneumology, Adult Cystic Fibrosis Center and Lung Transplantation Department, Foch Hospital, Suresnes, France","{'France', 'Foch Hospital', 'Suresnes'}"
1555,"Division of Gastrointestinal and Liver Diseases, Keck School of Medicine, University of Southern California, Los Angeles, California, USA.","{'California', 'Keck School', 'USA', 'Los Angeles'}"
1556,"Center for Access and Delivery Research and Evaluation (CADRE), Iowa City VA Health Care System, Iowa City, Iowa, USA","{'Iowa', 'USA', 'Iowa City', 'Iowa City VA'}"
1557,"Emory University and Children's Healthcare of Atlanta, Atlanta, Georgia.","{'Atlanta', 'Georgia'}"
1558,"Transplant Institute, NYU Langone Health, New York, New York.","{'New York', 'Langone Health'}"
1559,"Unit of Nephrology, Department of Medicine, Azienda Socio-Sanitaria Territoriale (ASST) Papa Giovanni XXIII, Bergamo, Italy.","{'Italy', 'Bergamo'}"
1560,"Department of Pediatrics, Nephrology and Hypertension, Medical University of Gdańsk, Gdańsk, Poland.","{'Poland', 'Gdańsk'}"
1561,"Charles and Jane Park Center for Mineral Metabolism and Clinical Research, University of Texas Southwestern Medical Center, Dallas, TX","{'TX', 'Southwestern Medical Center', 'Dallas'}"
1562,"Section of Nephrology Michael E. DeBakey Veterans Affairs Medical Center, and Michael E. DeBakey VA Medical Center Health Services Research & Development Center for Innovations in Quality, Effectiveness and Safety, Houston, TX","{'Medical Center', 'TX', 'Michael E. DeBakey Veterans', 'Michael E. DeBakey VA Medical Center', 'Houston'}"
1563,"Division of Abdominal Organ Transplantation and Hepato-Biliary and Pancreatic Surgery, Keck School of Medicine, University of Southern California, Los Angeles, California, USA","{'California', 'Los Angeles', 'USA', 'Keck School of Medicine'}"
1564,"Nephrology and Dialysis Unit, IRCCS Humanitas Research Hospital, Milan, Italy.","{'Milan', 'Italy', 'IRCCS Humanitas Research Hospital'}"
1565,"International Liver Center, Acibadem Healthcare Hospitals, Turkey.","{'Turkey', 'Acibadem Healthcare Hospitals'}"
1566,"Postgraduate Program in Rehabilitation Sciences, Universidade Nove de Julho (UNINOVE), São Paulo, Brazil.","{'Brazil', 'São Paulo'}"
1567,"Nephrology Division, New York University Langone Medical Center, New York University School Grossman of Medicine, New York, NY.","{'Langone Medical Center', 'NY', 'man', 'New York', 'Medicine'}"
1568,"Cardiology, University of Bologna, Bologna.",{'Bologna'}
1569,"Department of Surgery,Transplantation Center,Digestive Disease and Surgery Institute,Cleveland Clinic,Cleveland,Ohio,USA.","{'Cleveland', 'Ohio', 'USA', 'Cleveland Clinic'}"
1570,"Department of Pharmacy, Peking University Third Hospital, Beijing, People's Republic of China.","{'Beijing', 'Peking University Third Hospital', ""People's Republic of China""}"
1571,"Azrieili Faculty of Medicine in Galilee, Bar-Ilan University, Safed, Israel.","{'Safed', 'Galilee', 'Israel'}"
1572,"Division of Biostatistics, Institute for Health and Equity, and Cancer Center, Medical College of Wisconsin, Milwaukee, Wisconsin.","{'Wisconsin', 'Milwaukee'}"
1573,"Division of Nephrology, Department of Medicine, Mackenzie Health, Richmond Hill, Ontario, Canada.","{'Ontario', 'Richmond Hill', 'Canada'}"
1574,"Glasgow Renal and Transplant Unit, Queen Elizabeth University Hospital, Glasgow, United Kingdom.","{'Queen Elizabeth University Hospital', 'United Kingdom', 'Glasgow'}"
1575,"Division of Nephrology, Washington University in St. Louis, St. Louis, Missouri.","{'Missouri', 'St. Louis'}"
1576,"University of New South Wales Sydney, Sydney, Australia.","{'Australia', 'Sydney'}"
1577,"Division of Nephrology and Hypertension, Department of Medicine, Oregon Health and Science University, Portland, Oregon.","{'Portland', 'Oregon'}"
1578,"Division of Nephrology, Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China.","{'Tongji Medical College', 'Tongji Hospital', 'China', 'Wuhan'}"
1579,"Section of Nephrology, Yale University School of Medicine, New Haven, Connecticut.","{'Connecticut', 'New Haven'}"
1580,"COVID-19 Vaccination Team, Hospital del Mar, Barcelona, Spain.","{'Hospital del Mar', 'Barcelona', 'Spain'}"
1581,"Department of Nephrology, Hospital Universitario 12 de Octubre, Madrid, Spain.","{'Hospital Universitario 12 de Octubre', 'Spain', 'Madrid'}"
1582,"Department of Nephrology, Nice University Hospital, Nice, France.","{'Nice University Hospital', 'Nice', 'France'}"
1583,"Division of Transplantation, Department of General Surgery, Medical University of Vienna, Vienna, Austria. Electronic address: thomas.wekerle@meduniwien.ac.at.","{'Vienna', 'Austria'}"
1584,"Division of Nephrology, the Hospital for Sick Children, Toronto, Ontario, Canada.","{'Ontario', 'Hospital for Sick Children', 'Canada', 'Toronto'}"
1585,"Nephrology Department, Hospital Universitario 12 de Octubre, Department of Medicine, Complutense University, Madrid, Spain.","{'Hospital Universitario 12 de Octubre', 'Spain', 'Madrid'}"
1586,"Department of Surgery, Duke University, Department of Surgery, Durham, Carolina, USA.","{'Durham', 'Carolina', 'USA'}"
1587,"Division of Infectious Diseases, Institute of Human Virology, University of Maryland School of Medicine, Baltimore, Maryland, USA. Electronic address: ksaharia@ihv.umaryland.edu.","{'Maryland', 'USA', 'Baltimore'}"
1588,"Department of Medical Epidemiology and Biostatistics, Campus Solna, Karolinska Institutet, Stockholm, Sweden.","{'Campus Solna', 'Sweden', 'Stockholm'}"
1589,"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Sinai Health, Toronto, Ontario, Canada","{'Canada', 'Mount Sinai Hospital', 'Ontario', 'Toronto', 'Sinai Health'}"
1590,"Jefferson College of Population Health, Thomas Jefferson University, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania'}"
1591,"CSL Vifor, Redwood City, California.","{'California', 'Redwood City'}"
1592,"Department of Solid Organ Transplantation, University of Maryland Medical Center, Baltimore, Maryland, USA.","{'Maryland', 'Medical Center', 'USA', 'Baltimore'}"
1593,"Department of Population Health Sciences, Weill Cornell Medicine, New York, New York.",{'New York'}
1594,"Department of Pediatric Nephrology Rheumatology and Dermatology, Reference Center for Rare Renal Diseases, INSERM 1033, Hospices Civils de Lyon, Lyon, France.","{'France', 'Lyon'}"
1595,"Department of Cardiology, Inova Heart and Vascular Institute, Falls Church, Virginia, USA.","{'Virginia', 'Falls Church', 'USA'}"
1596,"Department of Surgery, NYU Grossman School of Medicine, New York, NY.","{'man School of Medicine', 'New York', 'NY'}"
1597,"Division of Nephrology, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania', ""Children's Hospital of Philadelphia""}"
1598,"Department of Surgery, Houston Methodist Hospital, Houston, Texas.","{'Houston', 'Texas', 'Houston Methodist Hospital'}"
1599,"General Internal Medicine, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland","{'Johns Hopkins University School of Medicine', 'Maryland', 'Baltimore'}"
1600,"Department Clinical Sciences, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands.","{'Utrecht', 'The Netherlands'}"
1601,"PKD Research Group, Department of Cellular and Molecular Medicine, KU Leuven, Leuven, Belgium.","{'Belgium', 'Leuven'}"
1602,"Transplant Manitoba, Gift of Life Program, Shared Health Manitoba, Winnipeg, Manitoba, Canada.","{'Winnipeg', 'Canada', 'Manitoba'}"
1603,"Division of Digestive Health and Liver Disease, University of Miami Miler School of Medicine, Miami, Florida, USA.","{'Florida', 'Miami', 'USA'}"
1604,"Kidney Transplantation, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy","{'Milan', 'Italy', ""Ca' Granda Ospedale Maggiore Policlinico""}"
1605,"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Huddinge, Sweden.","{'Huddinge', 'Sweden'}"
1606,"Department of Epidemiology, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA","{'Georgia', 'Atlanta', 'Rollins School of Public Health', 'USA'}"
1607,"Unit of Immunology and Vaccinology, Division of General Pediatrics, Department of Pediatrics, Gynecology and Obstetrics, Geneva University Hospitals and University of Geneva, Geneva, Switzerland. Electronic address: geraldine.blanchardrohner@hcuge.ch.","{'Geneva', 'Switzerland'}"
1608,"Department of Medicine, University of California San Diego, La Jolla, CA.","{'CA', 'La Jolla'}"
1609,"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts","{'Harvard Medical School', 'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
1610,"Pathology and Laboratory Medicine, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada.","{'Canada', 'Schulich', 'London', 'Ontario', 'Medicine'}"
1611,"Department of Anaesthesiology, LMU University Hospital, LMU Munich, Munich, Germany.","{'Munich', 'LMU University Hospital', 'Germany'}"
1612,"Malone Center for Engineering in Healthcare, Johns Hopkins Whiting School of Engineering, Baltimore, Maryland","{'Maryland', 'Baltimore'}"
1613,"Biomedical Centre, Faculty of Medicine in Pilsen, Charles University, Pilsen, Czech Republic.","{'Pilsen', 'Czech Republic'}"
1614,"UNC Blood Research Center, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
1615,"Section of Nephrology, Department of Medicine, Selzman Institute for Kidney Health, Baylor College of Medicine, Houston, Texas.","{'Houston', 'Texas'}"
1616,"Pediatric Gastroenterology Department, Intestinal Rehabilitation Unit, La Paz University Hospital, Madrid, Spain.","{'Madrid', 'Spain', 'La Paz University Hospital'}"
1617,"Division of Hematology/Oncology/Transplantation, Department of Medicine, University of Minnesota, Minneapolis, Minnesota, USA.","{'Minneapolis', 'Minnesota', 'USA'}"
1618,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee.","{'Nashville', 'Tennessee', 'Vanderbilt University Medical Center'}"
1619,"Department of Genetics, University of North Carolina, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
1620,"High5Data GmbH, Heidelberg, Germany.","{'Germany', 'Heidelberg'}"
1621,"Children's Mercy Hospital, Kansas City, Missouri.","{'Kansas City', ""Children's Mercy Hospital"", 'Missouri'}"
1622,"Institute of Immunology, Heidelberg University Hospital, Heidelberg, Germany.","{'Germany', 'Heidelberg University Hospital', 'Heidelberg'}"
1623,"Cambridge Transplant Unit, Cambridge University Hospitals NHS Trust, Addenbrooke's Hospital, Bristol, United Kingdom.","{'Bristol', ""Addenbrooke's Hospital"", 'United Kingdom'}"
1624,"Department of Molecular Microbiology and Immunology,University of Missouri,Columbia,Missouri,USA","{'Columbia', 'Missouri', 'USA'}"
1625,"XL-protein GmbH, Freising, Germany.","{'Germany', 'Freising'}"
1626,"Division of Nephrology, Tufts Medical Center, Boston, Massachusetts.","{'Boston', 'Tufts Medical Center', 'Massachusetts'}"
1627,"College of Medicine, King Saud University, Riyadh, Saudi Arabia.","{'Riyadh', 'Saudi Arabia'}"
1628,"UTHSC Department of Pediatric Nephrology and Hypertension, Le Bonheur Children's Hospital, Memphis, Tennessee, USA.","{'Memphis', ""Le Bonheur Children's Hospital"", 'Tennessee', 'USA'}"
1629,"Department of Nephrology and Organ Transplantation, INSERM, CHU Rangueil & Purpan, Université Paul Sabatier, Toulouse, France.","{'France', 'Toulouse'}"
1630,"Division of Allergy, Immunology and Transplantation, National Institutes of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD.","{'Bethesda', 'MD'}"
1631,"Department of Clinical Genetics, Erasmus MC, University Medical Center Rotterdam, Rotterdam, The Netherlands.","{'The Netherlands', 'Rotterdam'}"
1632,"Department of Nephrology-Dialysis-Transplantation, University Hospital of Liège, Liège, Belgium.","{'Liège', 'Belgium', 'University Hospital of Liège'}"
1633,"Department of Internal Medicine, Division of Nephrology, University of Groningen, University Medical Center Groningen, Groningen, The Netherlands.","{'University Medical Center Groningen', 'The Netherlands', 'Groningen'}"
